title,comment_count,averge_price,type,area,recommend,group_purchase,preferential
泮金大塘(南三环轻纺城店),560,￥100,粤式茶点,二七区,招牌虾饺皇， 豉汁蒸凤爪， 飘香榴莲酥,泮金大塘!【2店通用3人餐】招牌茶点豪华套餐,无
鱼酷活鱼烤鱼(郑州首店),4955,￥76,烤鱼,中原万达,烤鱼， 荔枝香辣， 荔枝酸辣,鱼酷活鱼烤鱼!不失鲜机2-3人餐-2,有
饭湘(经开店),3898,￥66,湘菜,经开区,肉汤泡饭， 老长沙辣椒炒肉， 秘制臭桂鱼,饭湘!仅售368元！价值457元的【饭湘】❤️6-8人餐。,无
廣順興(祭城店),1372,￥78,粤菜馆,祭城/大旺城,经典猪肚鸡， 蟹黄煲仔饭， 毛根甘蔗水,廣順興!138元超值双人餐,无
解家河南菜(商都路店),1225,￥88,豫菜,经开区,红焖大鱼头， 灌汤脆皮鸭， 烙馍四宝拼,解家河南菜!【沸腾】8人餐6热6凉2主食,无
萧记三鲜烩面(黄河路店),911,￥35,粉面馆,曼哈顿广场/英协路,优质三鲜烩面， 优质纯羊肉烩面， 萧记三鲜烩面,无,无
泮金大塘虾饺专门店(东明路店),1207,￥65,粤菜馆,曼哈顿广场/英协路,招牌虾饺皇大笼， 豉汁蒸凤爪， 干炒牛河,泮金大塘虾饺专门店!【4店通用2-3人餐】精选套餐,无
白记肠粉(关虎屯生活广场店),381,￥15,粉面馆,国贸360,招牌鲜虾肠粉， 香菇鸡蛋肠粉， 辣椒,白记肠粉!仅售49元！价值50元的代金券1张，可叠加使用。,无
没名炸串,242,￥26,炸鸡炸串,二七区,炸土豆片， 炸串， 炸面筋,无,无
皇宫大酒店,5062,￥95,豫菜,经三路沿线,海鲜疙瘩汤， 果木烤鸭， 干炸萝卜丸子,皇宫大酒店!仅售1699元！价值3383元的【金榜题名】皇宫海鲜钜惠，建议10人使用，可免费使用包间。,无
空心凉面,222,￥15,小吃快餐,大上海城,酸甜辣空心凉面， 鸡蛋灌饼， 麻酱凉面,无,无
郑州M酒店-美吉餐厅,876,￥75,粤菜馆,儿童公园/凯旋门,香煎牛仔骨， 肉碎金菇茄子煲， 羊肉串,郑州M酒店-美吉餐厅!仅售599元！价值746元的6-8人餐。,无
杨府宴(金城街店),379,￥65,豫菜,福都生活广场,海鲜泡饭汤， 香米扣牛肉， 羊肉串,杨府宴·宴会厅!【清真杨府宴·鸡鱼牛羊宴】劲爆4-6人餐,无
LanTa蓝塔烘焙(瀚海海尚店),947,￥25,面包蛋糕,东风路,生日蛋糕， 双莓半熟芝士， 蜜桃半熟芝士,LanTa蓝塔烘焙!仅售48元！价值50元的代金券1张，全场通用，可叠加使用。,无
仟吉KenGee(国贸360店),938,￥33,面包蛋糕,国贸360,南瓜芋泥松松包， 农场小南瓜， 伯爵珍珠奶茶泡芙,仟吉KenGee!8英寸【春日上新】动物奶油蛋糕，四环内免费配送 2选1,无
超姐家咱家小院,525,￥67,特色菜,高新区,霸王别姬， 羊肉串， 铁板虾仁茄子,超姐家咱家小院!道道招牌4人套餐品质甄选,无
星禾悦法式千层蛋糕(大卫城店),494,￥38,面包蛋糕,丹尼斯·大卫城,猫山王榴莲千层蛋糕， 芒果千层， 抹茶茉莉千层蛋糕,星禾悦法式千层蛋糕!仅售29.9元！价值39元的榴莲千层蛋糕1份，提供免费WiFi。,无
一家人·新豫菜(淮河路店),1450,￥80,豫菜,大商/升龙城,手工小米凉皮， 蒜蓉铁板虾， 功夫大烤肉,一家人·新豫菜!【工作日午市】尝鲜打卡·双人餐,无
西关味·百年广味(经三店),2279,￥37,茶餐厅,经三路沿线,金汤鲜虾云吞面， 红豆椰汁龟苓膏， 鸡蛋肠粉,西关味!仅售47.5元！价值50元的代金券1张，全场通用，可叠加使用。,无
拾岁火锅(中牟理想国店),3993,￥60,火锅,中牟县,拾岁招牌肥牛， 花胶番茄麻辣锅底， 手工鲜虾滑,拾岁火锅!【品质匠心】3人餐,无
上井精致料理(海汇中心店),2506,￥315,海鲜自助,郑州东站,法式红酒鹅肝， 综合刺身， 波士顿三文鱼卷,上井·精致料理!仅售99元！价值100元的代金券1张，仅限使用1张。,无
花雕醉鸡(龙湖店),536,￥35,特色菜,升达大学/中原工学院,花雕醉鸡盖饭， 花雕酒， 枣花蜜酒,花雕醉鸡!花雕醉鸡2人套餐,无
鲜品味海鲜加工厂(黄河南路店),1932,￥172,海鲜,郑东新区CBD,蒜蓉粉丝蒸小波龙， 砂锅海鲜粥， 三文鱼,鲜品味海鲜加工厂!【鲜品味精选】帝王蟹商务套餐,有
示甜 Is Cooking³定制·低糖·欧洲动物奶油蛋糕(科技市场店),49,￥39,面包蛋糕,正弘中心,蝴蝶结蛋糕， 生日蛋糕， 新年蛋糕,无,无
徐记烧烤羊排火锅(汝河路店),161,￥69,炸鸡炸串,儿童公园/凯旋门,烤羊排， 羊排火锅， 羊肉串,徐记烧烤羊排火锅!仅售23.9元！价值31元的地道灌汤包套餐，建议2人使用。,无
子晋雷家·泊心居,628,￥49,农家菜,登封市,山笋炒肉， 野生小河鱼， 素三样,子晋雷家·泊心居!仅售296元！价值485元的8－10人农家餐，可免费使用包间。,无
渔珺石锅鱼(商英街店),2364,￥80,鱼火锅,经开区,石锅鱼， 野生菌小拼， 千页豆腐,渔珺石锅鱼!仅售11元！价值28元的爆浆豆腐【可与团购同享】，建议3-4人使用，可免费使用包间。,无
山外珍味餐厅,81,￥480,淮扬菜,宝龙城市广场/熙地港,避风塘澳龙， 芥汁沙拉虾球， 老班章红烧肉,山外珍味餐厅!仅售499元！价值598元的【午市专享】牛肝菌炖辽参，建议单人使用。,无
孔雀裡融合餐厅,655,￥90,特色菜,金水区,三杯鸡， 话梅小排， 杭州知味观酱鸭,孔雀裡融合餐厅!品质甄选四人餐【限大厅】,无
眷茶臻选(锦艺城店),689,￥17,茶饮果汁,锦艺城/王府井,凤梨金桔奶绿， 山水莓莓芝士， 草莓鲜橙茉莉,眷茶!【春生之力】望春山·非遗毛尖奶茶,无
阿德餐饮小秦川西北菜(福民路店),527,￥56,西北民间菜,海龙时代广场,潼关肉夹馍， 秦川凉皮， 葫芦鸡,阿德餐饮小秦川西北菜!【幸福美满宴】8人399套餐,无
湖北老婆小食店(淮河路店),131,￥47,快餐简餐,郑铁体育中心,爆炒鸡胗， 爆炒腰花， 红烧大肠,无,无
福前小酥肉(正弘城总店),1507,￥17,快餐简餐,正弘中心,外酥里嫩的小酥肉， 外酥里嫩小酥肉， 花椒小酥肉,福前小酥肉!【热卖三拼】招牌酥肉蘑菇虾片三合一,无
五福油泼面,278,￥17,面馆,曼哈顿广场/英协路,油泼面， 狮子头， 红烧肉,无,无
Yomi cake(曼哈顿店),531,￥119,面包蛋糕,曼哈顿广场/英协路,心心相印蛋糕， 草莓芝心， 水果缤纷,Yomi cake!仅售198元！价值258元的抹茶栗子蛋糕1个，约6英寸，圆形。,无
瑞幸咖啡(正弘城店),534,￥13,咖啡,正弘中心,摩卡， 宇治抹茶瑞纳冰， 卡布奇诺瑞纳冰,瑞幸咖啡!【加3元升loopy联名款特大杯】鲜萃轻轻龙井,无
石磨烩面(安康路店),927,￥30,烩面馆,升龙广场,石磨烩面， 传统烩面， 羊肉串,无,无
仲景生活(国贸店),618,￥27,甜品,国贸360,黑芝麻浮云卷， 茯苓山药酥， 鸡内金焦馍,仲景生活!仅售8.8元！价值10元的【心动枸杞豆浆芋泥蛋糕】1份，可免费使用包间。,无
饭湘(嵩山路店),3996,￥63,湘菜,大商/升龙城,肉汤泡饭， 十八秒牛肉， 擂椒皮蛋,饭湘!仅售58元！价值85元的【经典】❤️超值双人餐。,无
瓦舍茶馆(聚源路店),1266,￥97,茶餐厅,东建材,福鼎老白茶， 茉莉花炒鸡蛋， 茶花鸡,瓦舍茶馆!仅售1500元！价值2279元的30人台茶套餐【会议室】，可免费使用包间。,无
清真·槐店王婆大虾(畅和街店),3365,￥63,虾蟹火锅,祭城/大旺城,槐店王婆大虾， 槐派藤椒虾锅， 话梅酥鱼,清真·槐店王婆大虾!【春日好食光】新疆奶皮子酸奶,无
西华逍遥镇姚有良优质胡辣汤(顺河路店),299,￥13,胡辣汤,人民路/紫荆山,胡辣汤， 油饼， 牛肉盒,西华逍遥镇姚有良优质胡辣汤!仅售45.9元！价值49元的【超值】胡辣汤豆腐脑4人餐。,无
市井咖啡馆(硝滩街店),200,￥30,咖啡,新世界百货,热美式， 榛果拿铁， 焦糖拿铁,无,无
豪客来牛排(锦艺华都店),4167,￥71,牛排,锦艺城/王府井,黑胡椒传奇， 黑胡椒传奇牛排， 红酒菲力牛排,豪客来牛排!王者牛排黑椒双人餐,无
阿香米线(中原万达店),2811,￥30,粉面馆,中原万达,过桥米线， 阿香番茄米线， 麻辣米线,阿香米线!仅售45元！价值50元的代金券1张，全场通用，可叠加使用。,无
湖北渔村(任寨北街店),428,￥74,湖北菜,建文新世界,豉汁排骨， 干烧臭桂鱼， 排骨莲藕汤,无,无
小凯撒披萨(时间集店),2293,￥52,比萨,正弘中心,肉香四溢披萨， 榴莲披萨， 双拼披萨,小凯撒披萨!仅售109元！价值196元的卷边夹心披萨双人餐。,无
工农兵铁锅炖菜(经八路店),3756,￥56,东北菜,建文新世界,红薯粉条， 干豆角， 彩蔬锅贴饼,工农兵铁锅炖菜!2人餐,无
南国一品·杭帮菜,912,￥91,特色菜,郑东新区CBD,海鲜全家福， 南宋萝卜糕， 杂粮炖鲍鱼,南国一品·杭帮菜!仅售85元！价值100元的代金券1张，仅适用于菜品，可叠加使用5张。,无
姜姑娘的猫咖啡馆(华润万象城店),747,￥35,咖啡,万象城,华夫饼， 冰淇淋华夫， 拿铁,姜姑娘的猫咖啡馆!仅售89元！价值100元的代金券1张，全场通用，可叠加使用，提供免费WiFi。,无
登封第一面(崇福路总店),293,￥20,粉面馆,登封市,刀削面， 凉菜拼盘， 椒炒优质刀削面,登封第一面!仅售10.9元！价值12元的刀削面1小份，可免费使用包间，提供免费WiFi，提供免费停车位。,无
大东巴厘小龙虾(汝河路总店),3324,￥85,小龙虾,升龙广场,麻辣小龙虾， 蒜香小龙虾， 羊肉串,大东巴厘小龙虾!【龙虾季】麻辣虾尾超值双人餐 首发,无
鸟蘭烧肉一番(花园路万达坊店),10840,￥92,融合烤肉,正弘中心,超级横膈膜， 薄切黑猪五花肉， 酱烧牛五花,鸟蘭烧肉一番!炮弹柠檬茶,有
星巴克(郑州新郑机场安检内店),219,￥40,咖啡,航空港区,香草味拿铁， 佛手柑抹茶星冰乐， 馥芮白（大杯）,无,无
鸿茂斋(淮河路店),2493,￥87,老北京火锅,郑铁体育中心,精品羊肉， 芝麻酱， 手工绿豆面,无,无
蝎王府羊蝎子(嵩山南路店),766,￥75,羊蝎子火锅,升龙广场,羊羔蝎子， 王府葱花饼， 羔羊排小锅,蝎王府羊蝎子!仅售139元！价值188元的畅销2-3人餐。,无
佬港味港式餐厅(锦艺城店),418,￥36,小吃,锦艺城/王府井,佬港虾饺皇， 干炒牛河， 爆汁流沙包,佬港味港式餐厅!仅售99元！价值188元的【暖冬.超值】工作日经典3-4人餐。,无
书亦烧仙草(锦荣悦汇城店),715,￥11,茶饮果汁,锦荣悦汇城,书亦烧仙草， 杨枝甘露烧仙草， 葡萄芋圆冻冻,书亦烧仙草!薄荷奶绿(大杯),有
莫山小馆(经三路店),1350,￥76,浙菜,经三路沿线,枣香扎肉， 布袋豆腐， 红烧大黄鱼,莫山小馆!【下饭】江浙菜3人餐,无
须水邓记叫化鸡(熊儿河路店),925,￥64,豫菜,祭城/大旺城,邓记叫化鸡， 五香猪蹄， 糊涂面,须水邓记叫化鸡!【踏青季】超值2-3人餐,无
老东北烤肉(荥阳店),878,￥53,韩式烤肉,海龙时代广场,黑椒牛肉， 秘制五花肉， 韩式烤肠,老东北烤肉!仅售190元！价值200元的代金券1张，单次消费最多可用1张，不可与其它代金券叠加使用。,无
郑州嘉锦酒店中餐厅(中原路店),406,￥169,川菜馆,嘉锦酒店,山城毛血旺， 辣子鸡丁， 锦里粉丝鹅掌,郑州嘉锦酒店中餐厅!【高性价】鲜榨红枣山药汁+鲜榨玉米汁,无
歪宗桂林米粉(岗坡路店),163,￥17,桂林米粉,中原万达,锅烧米粉， 肥肠捞粉， 牛肉米粉,无,无
怀生记小馆(璞丽中心店),1545,￥62,特色菜,经三路沿线,芝士烤红薯， 石锅豆花肥牛， 石锅小蘑菇,怀生记小馆!【臻材食料】创意/概念菜3-4人餐（限时售卖）,无
生态驴肉村,318,￥100,特色菜,中牟县,驴肉煎包， 生态驴肉+板筋， 驴肉板肠,无,无
汴梁徐先生炒酸奶(金水金街店),655,￥20,酸奶鲜奶,正弘中心,海盐芝士黑糯米， 海盐芝士， 朗姆酒葡萄,汴梁徐先生炒酸奶!经典厚切炒酸奶,无
汉堡王(郑州健康路店),3804,￥31,西式快餐,大石桥/体育场,薯条， 皇堡， 炫辣鸡腿堡,汉堡王!狠霸王牛堡4件套,无
relaxcake锐莱客斯·裸蛋糕(恒大名都店),1031,￥37,面包蛋糕,正弘中心,黑森林蛋糕， 巧克力裸蛋糕， 奥利奥慕斯盒子,无,无
LanTa蓝塔烘焙(健康路店),1184,￥30,面包蛋糕,健康路/零零茂,生日蛋糕， 双莓半熟芝士， 丹麦红豆,LanTa蓝塔烘焙!4吋爆浆蛋糕单人餐（三选一）,无
肯德基(万象城店),525,￥37,西式快餐,万象城,经典超值全家桶， 新春炸鸡桶兑换券， 川辣嫩牛五方欢聚餐,肯德基!仅售9.9元！价值18元的【肯德基新WOW会员专享】9.9元老北京鸡肉卷1份。,无
幸福烤肉,91,￥38,快餐简餐,长城康桥华城,土豆， 羊肉， 香菇,无,无
乡村大盘鸡·现炒生态鲜鸡(商城路总店),7878,￥46,新疆菜,康桥商务广场,大盘鸡， 凉菜， 土豆,乡村大盘鸡·现炒生态鲜鸡!仅售20元！价值22元的秘制马蹄1份。,有
